title,email,phone,website,address1,address2,city,state,zip,county,longitude,latitude,facebook,twitter,youtube,instagram,public,featured,featured_text,tags,categories,images
Boone County Historical Center,director@boonecountyhistory.org,515.432.1907,http://boonecountyhistory.org,"602 Story St.
602Story Street",,Boone,,50036,,-93.879984,42.0617075,,,,,TRUE,FALSE,,"Historical, Museums, Byways & Historic Drives, Family Fun, Famous Iowans",museum,
Mamie Doud Eisenhower Birthplace,director@boonecountyhistory.org,515.432.1907,http://boonecountyhistory.org,"709 Carroll St.
709Carroll Street",,Boone,,50036,,-93.8850709,42.0630649,,,,,TRUE,FALSE,,"Historical, Museums, Byways & Historic Drives, Family Fun, Famous Iowans",museum,
Trainland USA,trainsjudy@aol.com,515.674.3813,http://trainlandusa.com,"3135 Hwy. 117 N
3135Highway 117",,Colfax,,50054,,-93.253811,41.729901,,,,,TRUE,FALSE,,Museums,museum,
Blank Park Zoo,info@blankparkzoo.com,515.285.4722,http://blankparkzoo.com,7401 SW 9th St,,Des Moines,,50315,,-93.6255624,41.5191151,https://www.facebook.com/blankparkzoo,https://twitter.com/blankparkzoo,http://www.youtube.com/blankparkzoo,,TRUE,FALSE,,,zoo,"https://www.filepicker.io/api/file/X2BKvoZzRLGghacN1XEe, https://www.filepicker.io/api/file/A57zsRwOSgiiRVWAbnNw"
Des Moines Art Center,infodesk@desmoinesartcenter.org,515.277.4405,http://desmoinesartcenter.org,"4700 Grand Ave
4700Grand Avenue",,Des Moines,,50312,,-93.68162,41.580903,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Fort Des Moines Museum and Education Center,tachebe@qwestoffice.net,515.282.8060,http://,"75 E Army Post Rd.
75East Army Post Road",,Des Moines,,50315,,-93.6155579,41.525226,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History",museum,
Historic Valley Junction,office@valleyjunction.com,515.222.3642,http://valleyjunction.com,"5th St. & surrounding area
",,West Des Moines,,50265,,-93.7333537,41.5507357,,,,,TRUE,FALSE,,"Historical, Shopping",museum,
Hoyt Sherman Place,fegley@hoytsherman.org,515.244.0507,http://hoytsherman.org,"1501 Woodland Ave.
1501Woodland Avenue",,Des Moines,,50309,,-93.638339,41.588643,,,,,TRUE,FALSE,,"Museums, Arts / Culture",museum,
Iowa Genealogical Society,igs@iowagenealogy.org,515.276.0287,http://iowagenealogy.org,"628 E Grand Ave.
628East Grand Avenue",,Des Moines,,50309,,-93.7008689,41.6293095,,,,,TRUE,FALSE,,Historical,museum,
Iowa Gold Star Military Museum,goldstarmuseum@iowa.gov,515.252.4531,http://www.iowanationalguard.com,"7105 NW 70th Ave.
Camp Dodge7105Northwest 70th Avenue",,Johnston,,50131,,-93.713932,41.691666,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa Hall of Pride,info@iowahallofpride.com,515.280.8969,http://www.iowahallofpride.com,"330 Park St.
330Park Street",,Des Moines,,50309,,-93.6220519,41.5905917,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa State Capitol,joan.arnett@legis.state.ia.us,515.281.5591,http://www.legis.iowa.gov/Resources/tourCapitol.aspx,"E 9th and Grand Ave.
East Grand Avenue",,Des Moines,,50319,,-93.6060133,41.5917718,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Jordan House,jordanhouse@dwx.com,515.225.1286,http://wdmhistoricalsociety.org,"2001 Fuller Rd.
2001Fuller Road",,West Des Moines,,50265,,-93.733998,41.559998,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Living History Farms,info@lhf.org,515.278.5286,http://livinghistoryfarms.org,"11121 Hickman Rd.
11121Hickman Road",,Urbandale,,50322,,-93.7722376,41.6149596,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums, Family Fun, Nature",museum,
Salisbury House and Gardens,kwengert@salisburyhouse.org,515.274.1777,http://salisburyhouse.org,"4025 Tonawanda Dr.
4025Tonawanda Drive",,Des Moines,,50312,,-93.671144,41.579112,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Science Center of Iowa and Blank IMAX Dome Theater,info@sciowa.org,515.274.6868,http://www.sciowa.org,401 W Martin Luther King Jr. Pkwy.401West Martin Luther King Junior Parkway,,Des Moines,,50309,,-93.6243133,41.5816456,https://www.facebook.com/SCIowa,https://twitter.com/sciowa,,,TRUE,FALSE,,,"museum, science","https://www.filepicker.io/api/file/bNKIdiA5RXWTn4lIsOBT, https://www.filepicker.io/api/file/nUDirT3iTYi0XcdRCsAd, https://www.filepicker.io/api/file/H2Ft5GeaR5uR2i5dNW6n, https://www.filepicker.io/api/file/iOkApKAeQKFYRLNJWmeS, https://www.filepicker.io/api/file/pJonCUSXSjKnQbjXGbp8"
Terrace Hill,Meredith.Sillau@iowa.gov,515.281.7205,http://terracehilliowa.org,"2300 Grand Ave.
2300Grand Avenue",,Des Moines,,50312,,-93.649241,41.583273,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History",museum,
Wallace House,info@wallace.org,515.243.7063,http://wallace.org,"756 16th St.
75616th Street",,Des Moines,,50314,,-93.639283,41.5915139,,,,,TRUE,FALSE,,"Agri-tourism, Famous Iowans, Historical, Museums",museum,
World Food Prize Hall of Laureates,nbarreca@worldfoodprize.org,515.247.2222,http://www.worldfoodprize.org/hall,"100 Locust St.
100Locust Street",,Des Moines,,50309,,-93.6189866,41.5873945,,,,,TRUE,FALSE,,"Agri-tourism, Famous Iowans, Historical, Museums, Nature",museum,
Dysart Historical Center,thel@fctc.coop,319.476.7345,http://,"612 Crisman St.
612Crisman Street",,Dysart,,52224,,-92.3077679,42.1681939,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Matchstick Marvels,glbktheater@iowatelecom.net,641.473.2410,http://matchstickmarvels.com,"319 2nd St.
3192nd Street",,Gladbrook,,50635,,-92.7165622,42.1876767,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Family Fun",museum,
Faulconer Gallery,gallery@grinnell.edu,641.269.4660,http://grinnell.edu/faulconergallery,"1108 Park St
Bucksbaum Center for the Arts, Grinnell College11158th Avenue",,Grinnell,,50112,,-92.719748,41.7492213,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Grinnell Historical Museum,ghmuseum@iowatelecom.net,641.236.7827,http://grinnellmuseum.org,"1125 Broad St.
1125Broad Street",,Grinnell,,50112,,-92.7241275,41.7465153,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Matthew Edel Blacksmith Shop,marshallhistory@marshallnet.com,641.752.6664,http://www.iowahistory.org/historic-sites,"214 1st St.
2141st Street",,Haverhill,,50120,,-92.9602591,41.9437696,,,,,TRUE,FALSE,,"Historical, Museums, History",museum,
Greene County Historical Society Museum,gchsmuseum@windstream.net,515.386.8544,http://,"219 E Lincolnway
219East Lincolnway Street",,Jefferson,,50129,,-94.3732079,42.0152776,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Jefferson Telephone Company Museum,jtcobob@netins.net,515.386.4141,http://,"105 W Harrison
105West Harrison Street",,Jefferson,,50129,,-94.3748499,42.0142763,,,,,TRUE,FALSE,,"Historical, Museums",museum,
RVP 1875 Historical Furniture Shop and Museum / Raccoon River Artisan Colony,angiervp1875@gmail.com,515.975.3083,http://rvp1875.com,"115 S Wilson
115South Wilson Street",,Jefferson,,50129,,-94.3747697,42.0151343,,,,,TRUE,FALSE,,"Agri-tourism, Arts / Culture, Historical, Museums, Shopping",museum,
The Gallup House,info@thegalluphouse.com,515.386.3239,http://thegalluphouse.com,"703 S Chestnut St.
703South Chestnut Street",,Jefferson,,50129,,-94.3734098,42.0078805,,,,,TRUE,FALSE,,Historical,museum,
Kellogg Historical Museum,khs@partnercom.net,641.526.3430,http://,"218 High St.
218High Street",,Kellogg,,50135,,-92.9069627,41.7156842,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Wagaman Mill/Museum,conservation@co.jasper.ia.us,641.792.9780,http://,"200 East St.
200East Street",,Lynnville,,50153,,-92.782675,41.580727,,,,,TRUE,FALSE,,Historical,museum,
Forest Park Museum,conservation@co.dallas.ia.us,515.465.3577,http://conservation.co.dallas.ia.us,"14581 K Ave.
K Avenue",,Perry,,50220,,-94.0866187,41.8094802,,,,,TRUE,FALSE,,"Historical, Museums, Nature",museum,
Big Creek Historical Museum,info@polkcityhistory.org,515.984.6653,http://polkcityhistory.org,"112 3rd St.
112South 3rd Street",,Polk City,,50226,,-93.714675,41.77164,,,,,TRUE,FALSE,,"Historical, Museums, Nature",museum,
Bartlett Museum and Carriage House,story.city.museums@gmail.com,515.460.1749,http://,"619 Grand Ave
619Grand Avenue",,Story City,,50248,,-93.591479,42.187807,,,,,TRUE,FALSE,,Historical,museum,
Grant Wood Scenic Byway,mallory@northeastiowarcd.org,319.462.4879,http://iowabyways.org/grant-wood,"124 E Main St.
Anamosa Chamber of Commerce124E Main St # 2",,Anamosa,,52205,,-91.285118,42.10829,,,,,TRUE,FALSE,,"Arts / Culture, Historical, Museums, Nature, Byways & Historic Drives",museum,
State Historical Museum of Iowa,Jeff.Morgan@iowa.gov,515.281.5111,http://www.iowahistory.org,"600 E Locust St.
600East Locust Street",,Des Moines,,50309,,-93.6098176,41.5899939,,,,,TRUE,FALSE,,"Historical, Museums, History",museum,
Loess Hills National Scenic Byway,troy.siefert@dot.iowa.gov,712.642.2114,http://iowabyways.org/loess-hills,"Harrison County Historical Village & Welcome Center
U.S. 30 in Missouri Valley2931Monroe Avenue",,Missouri Valley,,51555,,-95.8466974,41.5837381,,,,,TRUE,FALSE,,Byways & Historic Drives,museum,
High Trestle Trail Bridge,,,http://rdgusa.com/high_trestle_trail/latest_news/,Unnamed Road,,Woodward,,50276,,-93.8724768161774,41.8660933325019,,,,,TRUE,FALSE,,"Installation, LED Lights, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/High-trestle-trail-for-web.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Long-view.jpg"
The Big Question,,,,200-208Southwest 3rd Street,,Des Moines,,50309,,-93.619689,41.582679,,,,,TRUE,FALSE,,"Site-specific, Concrete, Granite, Soil",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/02/Mags-Harries-and-Lajos-H̩der-photo-credit-James-Cobb.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/BigQuestion_Amphitheater.jpg"
Life Flight Crew Memorial,,,,1200Pleasant Street,,Des Moines,,50309,,-93.633806,41.589194,,,,,TRUE,FALSE,,"Monuments, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/eckstrand_life-flight-crew-memorial_0796.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/eckstrand_life-flight-memorial_0799.jpg"
Mamie Doud Eisenhower Birthplace,director@boonecountyhistory.org,515.432.1907,www.boonecountyhistory.org,709 Carroll Street,,Boone,,50036,,-93.8850709,42.0630649,,,,,TRUE,FALSE,,,famous_iowan,
